# This dataset is synthetic and created for academic development/testing. It does NOT represent any real employee, organisation, HR record, or promotion decision.
experience_years,performance_rating,current_grade_encoded,target_grade_encoded,grade_gap,total_skills,average_skill_level,skill_coverage_percentage,mandatory_skill_gap_count,weighted_skill_gap,total_certifications,completed_certifications,certification_completion_rate,mandatory_certification_gap_count,total_projects,completed_projects,lead_projects,project_completion_rate,lead_project_completion_rate,average_project_rating,skill_score,certification_score,experience_score,project_score,performance_score,readiness_score,promotion_success
0.5,3.87,1,2,1,8,1.45,91.3,1,0.7431,4,2,0.526,1,9,9,1,1.0,0.5,3.7,36.52,7.89,1.88,17.0,7.74,71.03,1
6.2,4.3,3,4,1,10,2.41,77.93,1,0.8622,5,4,0.781,1,0,0,0,0.0,0.0,3.04,31.17,11.72,11.62,0.0,8.6,63.11,0
7.1,3.57,2,3,1,7,1.86,67.74,2,1.6438,1,1,0.932,0,0,0,0,0.0,0.0,3.09,27.1,13.98,15.0,0.0,7.14,63.22,0
0.5,4.63,1,2,1,8,4.77,88.85,1,0.6186,5,3,0.696,1,3,3,0,1.0,0.0,3.54,35.54,10.44,1.88,14.0,9.26,71.12,0
4.8,3.75,2,3,1,2,3.88,58.67,6,3.1413,0,0,0.634,1,2,2,0,0.667,0.0,2.07,23.47,9.51,12.0,9.34,7.5,61.82,1
0.5,4.0,1,2,1,2,0.8,79.01,3,2.18,4,4,0.929,0,6,6,0,1.0,0.0,3.17,31.6,13.94,1.88,14.0,8.0,69.42,0
2.3,2.83,2,3,1,2,1.49,73.36,2,1.7872,4,4,0.916,0,0,0,0,0.0,0.0,3.18,29.34,13.74,5.75,0.0,5.66,54.49,0
5.7,5.0,1,2,1,3,2.87,81.59,1,0.6626,4,2,0.56,2,7,7,2,1.0,1.0,3.67,32.64,8.4,15.0,20.0,10.0,86.04,1
2.6,3.88,2,3,1,11,2.53,83.34,3,2.6767,0,0,0.74,1,7,7,2,1.0,1.0,4.86,33.34,11.1,6.5,20.0,7.76,78.7,0
3.2,4.07,1,2,1,8,1.68,40.3,5,4.137,5,2,0.381,2,2,2,0,0.667,0.0,3.54,16.12,5.72,12.0,9.34,8.14,51.32,1
0.5,2.21,1,2,1,9,4.94,46.22,4,3.3911,4,4,0.9,1,5,5,0,1.0,0.0,2.15,18.49,13.5,1.88,14.0,4.42,52.29,0
12.7,2.84,4,5,1,4,3.31,73.31,3,1.9286,0,0,0.876,0,6,6,0,1.0,0.0,2.86,29.32,13.14,15.0,14.0,5.68,77.14,0
5.5,4.49,2,3,1,11,3.47,55.87,3,2.2051,3,2,0.613,2,8,8,3,1.0,1.0,3.68,22.35,9.2,13.75,20.0,8.98,74.28,0
1.5,3.73,1,2,1,3,2.31,92.11,0,0.0,4,3,0.848,1,7,7,1,1.0,1.0,3.57,36.84,12.72,5.62,20.0,7.46,82.64,1
9.4,1.97,4,5,1,11,3.72,85.9,2,1.2466,2,2,0.826,0,9,9,2,1.0,1.0,4.64,34.36,12.39,14.1,20.0,3.94,84.79,1
0.5,4.33,1,2,1,2,2.62,39.32,5,2.7246,2,2,0.866,1,1,1,0,0.5,0.0,4.17,15.73,12.99,1.88,7.0,8.66,46.26,0
11.0,3.06,4,5,1,2,2.72,76.71,1,0.5634,1,1,0.824,1,6,6,2,1.0,1.0,4.15,30.68,12.36,15.0,20.0,6.12,84.16,1
7.2,4.63,4,5,1,2,3.61,41.69,5,3.0263,3,1,0.365,2,7,7,2,1.0,1.0,3.35,16.68,5.48,10.8,20.0,9.26,62.22,1
1.5,3.43,1,2,1,9,1.37,94.72,2,1.5802,5,4,0.847,1,2,2,0,0.667,0.0,4.27,37.89,12.7,5.62,9.34,6.86,72.41,0
0.8,3.66,1,2,1,4,4.6,61.51,4,2.8824,3,2,0.685,0,2,2,0,0.667,0.0,2.87,24.6,10.28,3.0,9.34,7.32,54.54,0
2.5,4.44,2,3,1,6,3.18,83.62,2,1.2669,4,2,0.612,2,0,0,0,0.0,0.0,4.18,33.45,9.18,6.25,0.0,8.88,57.76,0
5.7,2.78,2,3,1,6,4.28,91.7,0,0.0,4,2,0.523,1,9,9,3,1.0,1.0,3.3,36.68,7.85,14.25,20.0,5.56,84.34,1
2.6,2.71,1,2,1,9,1.92,76.22,4,3.0503,4,4,0.879,0,8,8,3,1.0,1.0,2.49,30.49,13.18,9.75,20.0,5.42,78.84,0
5.6,3.34,2,3,1,5,2.08,86.79,2,1.9231,2,1,0.744,1,1,1,0,0.25,0.0,3.92,34.72,11.16,14.0,3.5,6.68,70.06,1
4.0,4.16,2,3,1,2,1.84,96.65,0,0.0,4,4,0.898,0,2,2,0,0.5,0.0,4.48,38.66,13.47,10.0,7.0,8.32,77.45,1
7.3,2.44,3,4,1,5,3.25,89.92,0,0.0,1,0,0.458,0,4,4,1,1.0,0.5,3.22,35.97,6.87,13.69,17.0,4.88,78.41,0
1.0,2.17,1,2,1,4,3.07,88.87,1,0.9567,3,1,0.352,2,8,8,1,1.0,1.0,4.59,35.55,5.28,3.75,20.0,4.34,68.92,1
9.6,4.16,2,3,1,9,2.54,86.05,2,1.8575,1,1,0.713,0,8,8,2,1.0,1.0,2.34,34.42,10.7,15.0,20.0,8.32,88.44,1
0.5,3.02,1,2,1,9,1.99,67.25,4,3.2705,5,3,0.668,0,8,8,2,1.0,1.0,2.66,26.9,10.02,1.88,20.0,6.04,64.84,1
5.2,3.19,1,2,1,2,1.73,89.43,3,2.3022,4,4,0.92,0,8,8,0,1.0,0.0,3.4,35.77,13.8,15.0,14.0,6.38,84.95,1
7.4,2.01,2,3,1,9,2.95,89.78,1,0.7265,3,2,0.761,0,6,6,1,1.0,0.5,3.24,35.91,11.42,15.0,17.0,4.02,83.35,1
0.5,2.96,1,2,1,2,2.53,85.66,1,0.7411,2,1,0.544,0,2,2,0,1.0,0.0,3.03,34.26,8.16,1.88,14.0,5.92,64.22,1
9.6,3.49,2,3,1,8,2.31,69.71,2,1.7692,3,2,0.779,0,6,6,0,1.0,0.0,3.59,27.88,11.68,15.0,14.0,6.98,75.54,1
6.5,4.24,2,3,1,5,4.55,71.77,3,2.2697,4,3,0.77,0,4,4,1,1.0,1.0,3.13,28.71,11.55,15.0,20.0,8.48,83.74,1
10.4,2.88,4,5,1,5,2.92,82.46,1,0.588,1,0,0.489,2,9,9,0,1.0,0.0,3.25,32.98,7.34,15.0,14.0,5.76,75.08,1
4.1,4.83,2,3,1,6,4.27,61.29,2,1.0582,4,3,0.746,0,4,4,1,1.0,0.5,3.69,24.52,11.19,10.25,17.0,9.66,72.62,0
1.5,2.95,1,2,1,5,2.47,54.94,4,2.2524,1,0,0.35,3,7,7,1,1.0,1.0,3.03,21.98,5.25,5.62,20.0,5.9,58.75,0
1.5,2.95,1,2,1,9,3.24,90.98,0,0.0,0,0,0.866,0,1,1,0,0.5,0.0,3.43,36.39,12.99,5.62,7.0,5.9,67.9,1
3.0,4.73,1,2,1,11,2.94,85.03,2,1.3677,4,2,0.597,0,6,6,2,1.0,1.0,3.05,34.01,8.96,11.25,20.0,9.46,83.68,1
5.5,3.67,1,2,1,10,1.3,28.85,7,6.6235,4,2,0.596,1,4,4,1,1.0,1.0,2.66,11.54,8.94,15.0,20.0,7.34,62.82,1
2.5,3.06,1,2,1,6,4.43,91.01,0,0.0,2,1,0.565,0,4,4,1,1.0,1.0,4.03,36.4,8.48,9.38,20.0,6.12,80.38,1
0.5,3.38,1,2,1,7,2.86,72.26,1,0.6598,3,2,0.649,1,7,7,0,1.0,0.0,4.7,28.9,9.74,1.88,14.0,6.76,61.28,1
10.1,4.58,4,5,1,6,3.75,86.15,2,1.223,4,3,0.706,2,4,4,0,0.8,0.0,4.25,34.46,10.59,15.0,11.2,9.16,80.41,0
6.3,4.67,2,3,1,9,2.25,68.2,3,2.3186,4,3,0.639,1,0,0,0,0.0,0.0,3.73,27.28,9.59,15.0,0.0,9.34,61.21,1
3.6,2.85,1,2,1,7,2.84,78.85,1,0.8085,5,4,0.885,0,3,3,1,1.0,1.0,3.05,31.54,13.28,13.5,20.0,5.7,84.02,1
5.9,3.47,2,3,1,6,2.13,78.2,2,1.5321,5,1,0.126,3,9,9,3,1.0,1.0,3.3,31.28,1.89,14.75,20.0,6.94,74.86,1
3.3,3.57,2,3,1,6,4.24,70.88,1,0.9759,2,1,0.651,1,9,9,3,1.0,1.0,4.24,28.35,9.76,8.25,20.0,7.14,73.5,0
1.7,2.71,2,3,1,5,3.31,79.87,2,1.9954,1,1,0.946,0,6,6,0,1.0,0.0,1.9,31.95,14.19,4.25,14.0,5.42,69.81,0
1.8,3.46,2,3,1,7,3.37,55.88,7,6.4309,0,0,0.457,1,6,6,0,1.0,0.0,3.25,22.35,6.86,4.5,14.0,6.92,54.63,0
0.5,3.5,2,3,1,8,4.36,59.75,4,3.6106,3,2,0.788,1,2,2,0,0.667,0.0,4.01,23.9,11.82,1.25,9.34,7.0,53.31,0
2.6,4.41,1,2,1,6,4.16,78.04,1,0.683,3,2,0.828,2,7,7,1,1.0,1.0,2.7,31.22,12.42,9.75,20.0,8.82,82.21,0
1.8,4.47,1,2,1,10,3.77,64.64,3,2.3697,4,1,0.161,1,5,5,1,1.0,0.5,3.8,25.86,2.42,6.75,17.0,8.94,60.97,1
0.9,3.24,1,2,1,10,1.58,79.68,1,0.6757,0,0,0.742,1,0,0,0,0.0,0.0,3.76,31.87,11.13,3.38,0.0,6.48,52.86,0
0.5,3.33,2,3,1,6,2.3,92.87,0,0.0,4,2,0.522,2,9,9,4,1.0,1.0,2.48,37.15,7.83,1.25,20.0,6.66,72.89,0
0.9,4.03,2,3,1,11,2.0,48.71,5,2.9296,4,3,0.757,0,8,8,3,1.0,1.0,3.56,19.48,11.36,2.25,20.0,8.06,61.15,1
4.8,3.03,1,2,1,3,3.73,86.5,0,0.0,4,4,0.879,1,0,0,0,0.0,0.0,3.07,34.6,13.18,15.0,0.0,6.06,68.84,1
0.5,3.97,1,2,1,11,3.17,74.0,1,0.5193,3,3,0.834,0,4,4,1,1.0,0.5,3.79,29.6,12.51,1.88,17.0,7.94,68.93,0
4.9,3.43,2,3,1,4,1.61,78.63,3,2.4134,0,0,0.487,2,7,7,1,1.0,0.5,3.97,31.45,7.3,12.25,17.0,6.86,74.86,1
0.5,2.72,1,2,1,7,2.81,90.91,0,0.0,2,2,0.768,0,7,7,1,1.0,0.5,3.78,36.36,11.52,1.88,17.0,5.44,72.2,0
5.6,2.73,1,2,1,4,1.51,74.89,3,1.505,3,2,0.588,1,1,1,0,0.333,0.0,3.55,29.96,8.82,15.0,4.66,5.46,63.9,0
3.6,4.66,2,3,1,6,2.95,87.75,3,2.2662,3,2,0.682,1,0,0,0,0.0,0.0,3.7,35.1,10.23,9.0,0.0,9.32,63.65,1
6.7,3.37,3,4,1,5,1.34,89.57,1,0.6884,3,3,0.909,1,9,9,1,1.0,0.5,2.68,35.83,13.64,12.56,17.0,6.74,85.77,0
7.8,4.81,1,2,1,9,3.53,71.83,2,1.7924,3,3,0.945,0,8,8,2,1.0,1.0,3.48,28.73,14.18,15.0,20.0,9.62,87.53,1
9.8,3.09,3,4,1,2,3.38,75.73,3,1.5583,3,3,0.851,1,7,7,3,1.0,1.0,2.94,30.29,12.76,15.0,20.0,6.18,84.23,0
3.2,3.73,2,3,1,10,4.91,56.04,2,1.0486,1,1,0.571,0,6,6,0,1.0,0.0,4.22,22.42,8.56,8.0,14.0,7.46,60.44,0
0.5,5.0,1,2,1,11,3.85,53.9,3,2.4303,3,2,0.698,1,6,6,2,1.0,1.0,3.98,21.56,10.47,1.88,20.0,10.0,63.91,0
1.2,2.65,1,2,1,7,2.58,62.62,3,2.3875,1,1,0.74,0,4,4,1,1.0,1.0,3.98,25.05,11.1,4.5,20.0,5.3,65.95,1
3.3,1.98,1,2,1,7,3.82,78.97,3,2.7466,2,1,0.566,1,6,6,1,1.0,0.5,4.7,31.59,8.49,12.38,17.0,3.96,73.42,1
7.7,4.53,4,5,1,8,1.6,50.61,5,3.9807,2,2,0.765,0,3,3,1,0.5,0.5,3.27,20.24,11.48,11.55,10.0,9.06,62.33,1
7.0,2.84,4,5,1,3,2.04,81.98,3,2.9241,4,3,0.848,0,0,0,0,0.0,0.0,3.12,32.79,12.72,10.5,0.0,5.68,61.69,1
5.7,3.48,1,2,1,9,3.33,90.47,1,0.6572,5,4,0.779,0,3,3,1,1.0,0.5,3.25,36.19,11.68,15.0,17.0,6.96,86.83,1
7.7,3.03,4,5,1,4,0.84,70.36,2,1.3979,3,3,0.836,1,2,2,0,0.4,0.0,2.38,28.14,12.54,11.55,5.6,6.06,63.89,0
13.7,3.71,4,5,1,8,2.96,59.7,5,4.9442,0,0,0.388,3,3,3,1,0.5,0.5,2.43,23.88,5.82,15.0,10.0,7.42,62.12,1
2.2,2.74,1,2,1,5,1.98,80.58,3,1.6613,4,2,0.545,2,4,4,1,1.0,1.0,3.93,32.23,8.18,8.25,20.0,5.48,74.14,1
8.5,3.36,2,3,1,9,3.1,74.94,2,1.7959,1,1,0.707,1,1,1,0,0.333,0.0,2.52,29.98,10.6,15.0,4.66,6.72,66.96,0
6.9,3.86,3,4,1,9,1.92,84.07,4,2.0231,0,0,0.831,0,4,4,1,0.8,0.5,2.75,33.63,12.46,12.94,14.2,7.72,80.95,0
4.4,2.69,1,2,1,4,3.42,88.14,2,1.4865,1,1,0.778,2,4,4,1,1.0,0.5,3.43,35.26,11.67,15.0,17.0,5.38,84.31,1
0.5,2.94,1,2,1,8,3.02,87.46,1,0.5767,5,4,0.725,1,1,1,0,0.5,0.0,3.21,34.98,10.88,1.88,7.0,5.88,60.62,0
0.5,3.22,1,2,1,6,4.4,67.86,1,0.7994,2,2,0.885,1,4,4,1,1.0,0.5,4.12,27.14,13.28,1.88,17.0,6.44,65.74,1
3.1,2.36,1,2,1,4,3.01,62.03,2,1.7982,1,0,0.448,1,6,6,2,1.0,1.0,3.54,24.81,6.72,11.62,20.0,4.72,67.87,0
6.5,3.16,2,3,1,7,2.23,67.68,4,2.0661,0,0,0.69,1,4,4,0,1.0,0.0,2.94,27.07,10.35,15.0,14.0,6.32,72.74,0
2.1,3.6,1,2,1,11,2.75,50.83,2,1.1638,3,2,0.792,3,0,0,0,0.0,0.0,4.18,20.33,11.88,7.88,0.0,7.2,47.29,0
0.8,3.18,2,3,1,2,1.66,85.44,1,0.6713,4,2,0.61,0,7,7,1,1.0,1.0,4.01,34.18,9.15,2.0,20.0,6.36,71.69,1
0.5,3.28,1,2,1,11,3.41,50.02,4,2.5116,2,1,0.719,0,5,5,1,1.0,1.0,2.51,20.01,10.78,1.88,20.0,6.56,59.23,0
0.5,3.48,1,2,1,10,3.59,81.87,3,2.0748,0,0,0.884,1,4,4,1,1.0,0.5,3.68,32.75,13.26,1.88,17.0,6.96,71.85,1
3.6,2.98,4,5,1,7,5.0,77.27,3,2.9278,2,1,0.49,2,0,0,0,0.0,0.0,3.0,30.91,7.35,5.4,0.0,5.96,49.62,0
4.3,4.05,2,3,1,8,2.38,63.51,4,2.2024,3,2,0.632,1,0,0,0,0.0,0.0,2.98,25.4,9.48,10.75,0.0,8.1,53.73,1
4.8,4.65,1,2,1,5,2.73,96.27,0,0.0,0,0,0.194,3,0,0,0,0.0,0.0,4.81,38.51,2.91,15.0,0.0,9.3,65.72,0
8.0,3.13,4,5,1,3,2.42,84.47,0,0.0,1,1,0.602,1,8,8,1,1.0,1.0,3.59,33.79,9.03,12.0,20.0,6.26,81.08,1
2.3,3.89,4,5,1,7,3.21,78.85,2,1.2803,0,0,0.314,1,3,3,0,0.6,0.0,3.35,31.54,4.71,3.45,8.4,7.78,55.88,1
1.5,3.31,1,2,1,10,3.38,81.18,0,0.0,2,1,0.485,2,4,4,0,1.0,0.0,3.56,32.47,7.28,5.62,14.0,6.62,65.99,0
1.6,3.79,1,2,1,4,2.95,71.69,2,1.7148,1,1,0.601,0,6,6,0,1.0,0.0,4.11,28.68,9.02,6.0,14.0,7.58,65.28,1
13.2,4.75,4,5,1,9,4.09,72.53,5,4.0446,1,1,0.803,1,6,6,1,1.0,0.5,3.01,29.01,12.04,15.0,17.0,9.5,82.55,1
0.5,3.91,1,2,1,9,2.38,39.99,5,4.5321,0,0,0.27,2,0,0,0,0.0,0.0,3.13,16.0,4.05,1.88,0.0,7.82,29.75,0
1.0,2.08,1,2,1,9,3.99,84.08,2,1.4051,4,1,0.188,2,9,9,3,1.0,1.0,3.96,33.63,2.82,3.75,20.0,4.16,64.36,0
8.3,3.86,2,3,1,5,3.54,54.01,4,3.2134,2,2,0.935,0,2,2,0,0.5,0.0,2.44,21.6,14.02,15.0,7.0,7.72,65.34,0
5.1,4.49,2,3,1,5,2.99,90.25,2,1.8936,5,4,0.876,1,7,7,0,1.0,0.0,4.19,36.1,13.14,12.75,14.0,8.98,84.97,1
7.4,3.32,3,4,1,6,2.69,67.99,2,1.8513,2,1,0.43,1,8,8,1,1.0,1.0,2.38,27.2,6.45,13.88,20.0,6.64,74.17,0
2.3,4.3,1,2,1,10,5.0,66.99,3,2.88,1,1,0.673,2,5,5,2,1.0,1.0,3.33,26.8,10.1,8.62,20.0,8.6,74.12,1
6.8,2.95,3,4,1,11,2.18,80.4,1,0.6345,1,1,0.965,0,1,1,0,0.2,0.0,2.38,32.16,14.48,12.75,2.8,5.9,68.09,0
5.9,2.31,2,3,1,6,3.3,73.65,2,1.9854,5,3,0.568,1,5,5,1,1.0,1.0,2.76,29.46,8.52,14.75,20.0,4.62,77.35,1
4.0,3.61,3,4,1,11,2.25,71.24,2,1.8164,3,1,0.391,2,2,2,0,0.4,0.0,4.41,28.5,5.86,7.5,5.6,7.22,54.68,1
4.2,2.09,1,2,1,7,4.79,54.47,4,3.5896,1,1,0.788,1,8,8,3,1.0,1.0,4.23,21.79,11.82,15.0,20.0,4.18,72.79,0
0.5,3.31,1,2,1,5,3.89,67.5,4,3.3352,3,1,0.291,3,7,7,1,1.0,0.5,4.31,27.0,4.36,1.88,17.0,6.62,56.86,1
4.8,4.53,2,3,1,2,2.32,72.81,0,0.0,3,2,0.706,1,8,8,1,1.0,1.0,2.49,29.12,10.59,12.0,20.0,9.06,80.77,0
6.4,1.97,3,4,1,8,3.51,72.49,2,1.4416,0,0,0.896,0,8,8,2,1.0,1.0,2.76,29.0,13.44,12.0,20.0,3.94,78.38,1
2.5,2.48,2,3,1,8,3.26,84.24,0,0.0,4,3,0.658,1,1,1,0,0.25,0.0,3.74,33.7,9.87,6.25,3.5,4.96,58.28,1
7.9,2.67,4,5,1,11,2.48,61.19,2,1.6988,0,0,0.66,1,0,0,0,0.0,0.0,4.0,24.48,9.9,11.85,0.0,5.34,51.57,0
4.4,3.45,3,4,1,9,3.76,66.44,0,0.0,1,1,0.827,0,6,6,0,1.0,0.0,2.94,26.58,12.4,8.25,14.0,6.9,68.13,1
5.3,3.21,4,5,1,2,3.39,39.47,6,5.2544,4,2,0.485,1,6,6,0,1.0,0.0,3.09,15.79,7.28,7.95,14.0,6.42,51.44,1
1.1,4.62,1,2,1,7,3.22,60.29,6,3.5723,2,2,0.926,0,8,8,0,1.0,0.0,2.71,24.12,13.89,4.12,14.0,9.24,65.37,0
1.2,4.26,2,3,1,9,2.96,40.44,1,0.6745,1,1,0.58,1,6,6,1,1.0,1.0,4.66,16.18,8.7,3.0,20.0,8.52,56.4,0
8.8,3.9,4,5,1,6,3.43,67.57,3,2.0884,0,0,0.607,3,8,8,3,1.0,1.0,3.17,27.03,9.1,13.2,20.0,7.8,77.13,1
1.1,3.62,2,3,1,6,3.23,91.49,1,0.874,3,2,0.513,2,3,3,0,0.75,0.0,3.52,36.6,7.7,2.75,10.5,7.24,64.79,0
9.8,3.81,4,5,1,10,3.06,88.59,2,1.7162,4,2,0.564,1,1,1,0,0.167,0.0,3.56,35.44,8.46,14.7,2.34,7.62,68.56,1
3.0,2.81,3,4,1,8,2.36,88.35,2,1.8334,1,1,0.549,2,0,0,0,0.0,0.0,4.27,35.34,8.24,5.62,0.0,5.62,54.82,1
0.6,4.19,1,2,1,8,4.69,67.66,3,2.6828,2,1,0.386,0,4,4,0,1.0,0.0,2.83,27.06,5.79,2.25,14.0,8.38,57.48,0
2.4,2.61,2,3,1,6,1.95,73.29,0,0.0,2,2,0.912,0,0,0,0,0.0,0.0,4.32,29.32,13.68,6.0,0.0,5.22,54.22,1
7.3,4.17,2,3,1,4,3.43,91.17,1,0.57,5,4,0.876,0,5,5,0,1.0,0.0,2.6,36.47,13.14,15.0,14.0,8.34,86.95,0
8.8,4.45,4,5,1,7,2.68,68.49,5,4.0886,4,3,0.811,0,4,4,0,0.8,0.0,4.32,27.4,12.16,13.2,11.2,8.9,72.86,1
3.5,3.67,2,3,1,11,4.76,76.15,1,0.9435,1,1,0.744,1,2,2,0,0.667,0.0,2.3,30.46,11.16,8.75,9.34,7.34,67.05,1
7.2,3.36,3,4,1,8,2.1,62.16,3,2.4648,3,3,0.892,0,5,5,1,1.0,0.5,3.43,24.86,13.38,13.5,17.0,6.72,75.46,1
2.7,3.82,4,5,1,9,2.26,82.82,1,0.9478,5,2,0.5,3,6,6,1,1.0,0.5,4.64,33.13,7.5,4.05,17.0,7.64,69.32,1
7.9,1.21,4,5,1,3,2.03,61.74,3,2.9986,2,2,0.759,1,0,0,0,0.0,0.0,3.99,24.7,11.38,11.85,0.0,2.42,50.35,1
7.0,3.74,1,2,1,11,3.32,84.49,2,1.3592,0,0,0.456,3,4,4,0,1.0,0.0,3.79,33.8,6.84,15.0,14.0,7.48,77.12,1
4.3,3.41,2,3,1,4,1.63,66.64,2,1.7233,1,1,0.844,0,9,9,3,1.0,1.0,2.77,26.66,12.66,10.75,20.0,6.82,76.89,0
8.2,3.46,4,5,1,11,2.52,89.04,2,1.54,3,2,0.568,2,2,2,0,0.4,0.0,2.99,35.62,8.52,12.3,5.6,6.92,68.96,1
7.4,4.07,3,4,1,6,0.85,55.82,5,3.6374,5,4,0.752,0,7,7,1,1.0,0.5,4.44,22.33,11.28,13.88,17.0,8.14,72.63,1
6.2,3.44,2,3,1,11,3.24,46.47,7,4.3395,1,1,0.813,0,3,3,0,0.75,0.0,3.83,18.59,12.19,15.0,10.5,6.88,63.16,1
0.5,2.59,1,2,1,10,2.5,68.46,4,2.4918,0,0,0.766,1,2,2,0,1.0,0.0,4.12,27.38,11.49,1.88,14.0,5.18,59.93,1
0.5,3.39,1,2,1,9,1.51,84.75,2,1.185,1,0,0.179,3,8,8,3,1.0,1.0,3.55,33.9,2.68,1.88,20.0,6.78,65.24,1
6.5,3.55,3,4,1,11,4.09,61.66,3,2.4472,2,1,0.361,3,3,3,0,0.6,0.0,3.3,24.66,5.42,12.19,8.4,7.1,57.77,0
6.2,3.59,4,5,1,8,1.69,74.72,2,1.1421,0,0,0.926,0,8,8,3,1.0,1.0,4.04,29.89,13.89,9.3,20.0,7.18,80.26,1
5.3,3.63,1,2,1,10,3.8,58.92,5,3.5785,0,0,0.731,0,6,6,2,1.0,1.0,3.68,23.57,10.96,15.0,20.0,7.26,76.79,1
5.2,4.33,3,4,1,3,2.3,83.35,1,0.7617,3,1,0.401,1,8,8,2,1.0,1.0,3.38,33.34,6.02,9.75,20.0,8.66,77.77,1
0.5,2.63,2,3,1,2,4.6,88.59,0,0.0,4,3,0.779,0,8,8,2,1.0,1.0,2.51,35.44,11.68,1.25,20.0,5.26,73.63,1
2.8,3.64,3,4,1,7,3.75,71.46,2,1.8549,1,1,0.555,1,9,9,2,1.0,1.0,4.17,28.58,8.33,5.25,20.0,7.28,69.44,0
0.5,4.53,1,2,1,10,1.99,49.58,5,3.6079,3,1,0.347,1,5,5,0,1.0,0.0,3.81,19.83,5.2,1.88,14.0,9.06,49.97,0
1.4,2.11,1,2,1,9,2.08,72.39,3,1.6242,3,2,0.644,1,9,9,4,1.0,1.0,3.08,28.96,9.66,5.25,20.0,4.22,68.09,0
3.5,3.64,2,3,1,7,3.61,86.23,0,0.0,4,4,0.876,1,0,0,0,0.0,0.0,4.33,34.49,13.14,8.75,0.0,7.28,63.66,0
0.9,3.03,1,2,1,7,2.74,57.83,4,3.69,5,2,0.471,2,4,4,1,1.0,1.0,3.67,23.13,7.06,3.38,20.0,6.06,59.63,1
6.7,3.2,2,3,1,8,2.83,81.9,1,0.83,5,4,0.818,0,3,3,0,0.75,0.0,3.68,32.76,12.27,15.0,10.5,6.4,76.93,1
7.0,2.78,2,3,1,10,4.27,87.12,2,1.7563,1,1,0.872,0,0,0,0,0.0,0.0,4.12,34.85,13.08,15.0,0.0,5.56,68.49,1
1.6,3.36,1,2,1,10,2.25,26.75,6,3.3846,5,2,0.486,1,8,8,1,1.0,0.5,3.97,10.7,7.29,6.0,17.0,6.72,47.71,0
0.5,4.97,2,3,1,3,3.09,71.79,4,3.5318,0,0,0.619,3,8,8,0,1.0,0.0,3.71,28.72,9.28,1.25,14.0,9.94,63.19,0
9.5,2.49,4,5,1,7,3.95,63.29,5,3.0194,5,3,0.573,1,7,7,0,1.0,0.0,3.37,25.32,8.59,14.25,14.0,4.98,67.14,0
7.4,2.56,3,4,1,5,3.81,87.95,0,0.0,0,0,0.782,0,6,6,2,1.0,1.0,4.89,35.18,11.73,13.88,20.0,5.12,85.91,0
2.8,2.46,1,2,1,9,2.84,76.45,2,1.178,0,0,0.754,1,6,6,0,1.0,0.0,2.99,30.58,11.31,10.5,14.0,4.92,71.31,1
10.5,4.88,4,5,1,7,2.71,71.64,1,0.8769,0,0,0.325,2,3,3,1,0.5,0.5,4.02,28.66,4.88,15.0,10.0,9.76,68.3,0
3.1,3.13,3,4,1,11,1.26,84.22,2,1.2459,0,0,0.793,0,6,6,1,1.0,1.0,3.44,33.69,11.9,5.81,20.0,6.26,77.66,0
13.0,3.48,4,5,1,6,1.94,85.87,1,0.6266,2,1,0.441,1,9,9,2,1.0,1.0,3.82,34.35,6.62,15.0,20.0,6.96,82.93,1
1.6,3.18,2,3,1,8,3.32,91.03,0,0.0,3,1,0.344,1,2,2,0,0.5,0.0,4.36,36.41,5.16,4.0,7.0,6.36,58.93,0
7.9,2.74,3,4,1,3,2.86,76.46,1,0.8603,4,2,0.596,1,3,3,0,0.75,0.0,3.28,30.58,8.94,14.81,10.5,5.48,70.31,0
0.5,3.31,1,2,1,11,3.07,58.5,3,1.9438,0,0,0.689,1,1,1,0,0.333,0.0,3.92,23.4,10.34,1.88,4.66,6.62,46.9,0
3.7,5.0,3,4,1,3,4.04,87.49,2,1.5183,1,1,0.845,0,9,9,1,1.0,0.5,3.69,35.0,12.68,6.94,17.0,10.0,81.62,1
7.8,4.61,2,3,1,5,1.81,71.08,3,1.9984,0,0,0.593,1,5,5,1,1.0,0.5,3.05,28.43,8.9,15.0,17.0,9.22,78.55,0
3.3,2.82,2,3,1,10,2.76,85.28,0,0.0,0,0,0.72,1,5,5,1,1.0,0.5,4.38,34.11,10.8,8.25,17.0,5.64,75.8,1
6.1,4.02,2,3,1,11,3.19,63.37,2,1.2265,4,3,0.824,1,2,2,0,0.667,0.0,4.0,25.35,12.36,15.0,9.34,8.04,70.09,0
8.6,2.83,4,5,1,6,2.3,62.93,3,2.9113,3,2,0.519,1,0,0,0,0.0,0.0,3.2,25.17,7.78,12.9,0.0,5.66,51.51,0
7.7,2.08,4,5,1,6,4.43,59.45,4,2.6427,1,1,0.618,0,8,8,1,1.0,0.5,4.27,23.78,9.27,11.55,17.0,4.16,65.76,0
7.4,4.32,2,3,1,2,3.91,79.32,0,0.0,1,0,0.342,3,8,8,0,1.0,0.0,2.92,31.73,5.13,15.0,14.0,8.64,74.5,1
3.4,4.43,2,3,1,11,3.29,72.31,2,1.2403,5,3,0.615,0,3,3,1,0.75,1.0,3.48,28.92,9.22,8.5,16.5,8.86,72.0,0
